Dish ID,Total Mass (grams),Total Calories (kcal),Total Fat (grams),Total Carbs (grams),Total Protein (grams),Number of Ingredients,Ingredients
dish_1567785654,96.000000,51.780000,0.204000,13.020000,0.588000,2,berries|pineapple
dish_1567785778,309.999996,303.507504,15.198484,32.629900,11.701198,14,bell peppers|berries|chia seeds|cucumbers|garlic|greek yogurt|milk|mustard|olive oil|pineapple|radishes|salt|sweet potato|vinegar
dish_1567789154,111.000000,382.506000,30.303000,4.662000,21.423000,1,sausage
dish_1567801468,196.000000,86.240000,4.116000,8.428000,6.272000,1,caesar salad
dish_1567801520,600.000003,919.097092,42.248201,53.029021,79.971628,9,bok choy|caesar salad|garlic|pepper|pork|salt|soy sauce|sugar|white rice
dish_1568047973,234.000002,295.559022,21.246097,6.620098,19.187805,3,broccoli|olive oil|scrambled eggs
dish_1568055963,32.000000,36.800000,3.424000,2.016000,0.256000,1,olives
dish_1568056046,189.000000,88.080000,3.694000,13.921000,1.757000,4,carrot|cherry tomatoes|olives|onions
dish_1568056258,485.000000,506.358000,13.480000,16.415000,77.393000,6,caesar dressing|carrot|cherry tomatoes|chicken|olives|onions
dish_1568060542,481.000001,583.376407,23.326909,52.420933,42.289963,22,arugula|brussels sprouts|cherry tomatoes|cilantro|cucumbers|fried rice|garlic|jalapenos|lemon juice|lime|mangos|mustard greens|olive oil|onions|parsley|pepper|pork|rosemary|salt|tomatoes|white rice|zucchini
dish_1568060722,359.000000,460.580000,17.008000,12.233000,64.398000,4,avocado|chicken|mixed greens|onions
dish_1568132561,177.000000,273.524000,15.404000,19.736000,15.110000,3,bacon|berries|turkey bacon
dish_1568143612,165.999999,200.725429,7.031407,24.692969,11.097662,6,broccoli|caesar dressing|cheese pizza|croutons|kale|parmesan cheese
dish_1568144774,62.000000,30.478178,0.733533,6.115691,0.550856,4,carrot|olive oil|pepper|salt
dish_1568144855,212.000000,100.748178,4.228533,15.769691,1.989856,7,carrot|cherry tomatoes|olive oil|olives|onions|pepper|salt
dish_1568144925,322.000004,147.212180,5.284533,24.261691,3.991856,8,caesar dressing|carrot|cherry tomatoes|olive oil|olives|onions|pepper|salt
dish_1568145100,128.000001,130.981014,6.467844,16.386156,2.908916,11,broccoli|cucumbers|garlic|mustard|olive oil|onions|roasted potatoes|salt|spinach (raw)|sun dried tomatoes|vinegar
dish_1568146905,74.000000,20.720000,0.296000,3.922000,1.628000,1,mixed greens
dish_1568147044,531.000000,1032.880000,63.370000,8.892000,105.582000,5,broccoli|chicken|mixed greens|olive oil|steak
dish_1568217325,106.000000,304.676142,25.899072,4.295527,13.315327,9,bell peppers|cucumbers|garlic|mustard|olive oil|radishes|salt|sausage|vinegar
dish_1568217372,244.000000,508.916142,41.079072,6.503527,27.115327,10,bell peppers|cucumbers|garlic|mustard|olive oil|radishes|salt|sausage|scrambled eggs|vinegar
dish_1568217465,367.000002,607.267310,45.746258,18.830630,28.886148,12,bell peppers|cucumbers|garlic|mustard|olive oil|radishes|roasted potatoes|salt|sausage|scrambled eggs|squash|vinegar
dish_1568229442,348.999992,465.773491,28.091574,9.821096,43.050182,18,bell peppers|blueberries|cabbage|chicken thighs|chili|garlic|hominy|jalapenos|lemon juice|lime|mustard|olive oil|parsley|radishes|salt|spinach (raw)|tomatoes|vinegar
dish_1568305225,144.000001,428.667766,35.136884,4.897249,24.472982,9,bell peppers|cucumbers|garlic|mustard|olive oil|radishes|salt|turkey bacon|vinegar
dish_1568305257,420.000001,837.147766,65.496884,9.313249,52.072982,10,bell peppers|cucumbers|garlic|mustard|olive oil|radishes|salt|scrambled eggs|turkey bacon|vinegar
dish_1568313487,49.000000,13.720000,0.196000,2.597000,1.078000,1,mixed greens
dish_1568313640,145.000000,71.140000,3.652000,8.900000,3.152000,4,avocado|mixed greens|mushroom|onions
dish_1568314907,281.000004,481.169471,29.956462,15.702340,38.063337,20,avocado|beef|bok choy|brown rice|chili|cilantro|garlic|ginger|jalapenos|lemon juice|lime|millet|olive oil|onions|salmon|salt|shallots|spinach (cooked)|spinach (raw)|vinegar
dish_1568315001,364.000004,504.709471,30.381462,19.981340,39.580337,22,avocado|beef|bok choy|brown rice|chili|cilantro|garlic|ginger|jalapenos|lemon juice|lime|millet|mushroom|olive oil|onions|salmon|salt|shallots|spinach (cooked)|spinach (raw)|tomatoes|vinegar
dish_1568315988,69.000000,50.370000,3.312000,1.311000,5.520000,1,tofu
dish_1568318316,297.000000,525.420000,35.040000,6.095000,48.030000,2,mixed greens|steak
dish_1568318361,341.000000,540.820000,35.216000,9.175000,49.086000,3,broccoli|mixed greens|steak
dish_1568320383,195.999997,437.124101,18.984427,37.518090,26.864242,11,beef|bok choy|cheese pizza|millet|olive oil|onions|quinoa|salt|shallots|spinach (cooked)|vinegar
dish_1568400935,42.000000,11.760000,0.168000,2.226000,0.924000,1,mixed greens
dish_1568400967,113.000000,36.610000,0.452000,7.196000,2.628000,2,broccoli|mixed greens
dish_1568401199,342.999996,459.643353,22.450723,24.832967,37.956962,4,olive oil|salt|squash|tuna salad
dish_1568405214,152.000001,144.255814,9.715364,9.625490,6.820557,13,caesar dressing|croutons|cucumbers|garlic|kale|mustard|mustard greens|olive oil|parmesan cheese|salt|spinach (raw)|tomatoes|vinegar
dish_1568649354,129.000002,72.870729,1.676926,14.402927,1.740146,3,berries|broccoli|olive oil
dish_1568665935,58.000000,154.222000,5.452000,19.430000,6.496000,1,cheese pizza
dish_1568666032,220.000000,243.584188,9.011760,26.886662,14.889455,18,bell peppers|caesar salad|cheese pizza|chicken|cucumbers|garlic|jalapenos|kale|lemon juice|millet|olive oil|onions|parsley|pepper|salt|spinach (raw)|tatsoi|tomatoes
dish_1568666061,253.000000,260.434084,9.433982,29.812946,15.994326,19,bell peppers|brussels sprouts|caesar salad|cheese pizza|chicken|cucumbers|garlic|jalapenos|kale|lemon juice|millet|olive oil|onions|parsley|pepper|salt|spinach (raw)|tatsoi|tomatoes
dish_1571931648,231.000000,427.570000,27.853000,16.010000,25.791000,3,egg whites|roasted potatoes|sausage
dish_1571931763,70.000000,103.600000,7.700000,1.120000,7.000000,1,scrambled eggs
dish_1571934154,287.999996,381.696659,24.143999,22.263333,18.366333,3,roasted potatoes|salsa|scrambled eggs
dish_1571935085,85.000004,126.066521,5.879989,10.652785,8.117957,7,arugula|avocado|brown rice|mozzarella cheese|onions|quinoa|tomatoes
dish_1571944549,283.000001,384.270756,12.805333,21.855486,42.209679,8,cucumbers|honey|olive oil|pita bread|salt|seeds|squash|turkey
dish_1572029300,39.999999,93.805346,5.426263,7.177581,4.155648,4,|basil|mozzarella cheese|olive oil
dish_1572035321,104.000000,190.592085,7.342799,23.790295,6.883233,5,|basil|mozzarella cheese|olive oil|white rice
dish_1572035359,217.999999,321.796527,15.082744,26.568502,19.221490,17,|basil|chicken thighs|chili|cilantro|cream|garlic|ginger|greek yogurt|lemon juice|mozzarella cheese|olive oil|onions|salt|tomatoes|water|white rice
dish_1572462136,306.999996,478.898836,20.011501,14.100012,55.607078,14,brown rice|chili|cilantro|garlic|ginger|jalapenos|lemon juice|lime|olive oil|onions|salmon|salt|shallots|spinach (raw)
dish_1572464400,136.000002,205.693169,16.481325,4.857372,10.506058,20,bell peppers|brown rice|chili|cilantro|cucumbers|garlic|ginger|jalapenos|lemon juice|lime|mustard|olive oil|onions|radishes|salmon|salt|shallots|spinach (raw)|tofu|vinegar
dish_1572540173,130.000000,133.620000,5.850000,18.800000,2.086000,2,roasted potatoes|strawberries
dish_1572540238,236.000000,365.208000,23.704000,21.484000,16.220000,4,roasted potatoes|sausage|scrambled eggs|strawberries
dish_1572552638,165.000000,260.700000,1.485000,51.150000,9.900000,1,spaghetti
dish_1572889151,174.000000,102.660000,0.696000,6.264000,17.400000,1,greek yogurt
dish_1572889747,39.000000,210.990000,16.380000,0.546000,14.430000,1,bacon
dish_1573159903,179.999997,199.655480,11.362968,16.637405,7.886164,7,|basil|dates|mozzarella cheese|olive oil|salt|squash
dish_1573491352,164.000000,187.550000,9.319000,17.850000,8.437000,3,egg whites|hash browns|strawberries
dish_1573506378,77.999999,123.097344,3.534457,2.233994,19.408113,12,basil|brown rice|carrot|chard|chicken|chive|garlic|lemon juice|olive oil|parsley|rosemary|salt
dish_1573579439,215.999996,571.856659,41.151999,26.763333,24.342333,4,bacon|hash browns|salsa|scrambled eggs
dish_1573579470,300.999994,606.407054,42.946988,30.950446,25.836903,9,bacon|cauliflower|chive|hash browns|jalapenos|olive oil|salsa|salt|scrambled eggs
dish_1573665080,340.000000,811.940000,60.630000,27.192000,38.638000,3,hash browns|sausage|scrambled eggs
dish_1573679099,126.999998,188.890683,10.284574,4.145954,18.929482,11,arugula|bok choy|garlic|olive oil|onions|parsley|pork|rosemary|salt|white rice|zucchini
dish_1573760187,388.000016,540.562476,30.546075,28.167211,38.072851,8,bread crumbs|brisket|broccoli|butter|jalapenos|mashed potatoes|olive oil|salt
dish_1573763118,167.000003,252.567623,14.473334,12.016048,18.115524,3,brisket|butter|mashed potatoes
dish_1574184971,50.000000,80.000000,5.000000,1.500000,7.000000,1,chicken apple sausage
dish_1574193262,202.999999,220.713408,9.621166,21.896572,12.709625,7,|carrot|garlic|potatoes|salsa|salt|steak
dish_1574197731,144.999994,253.068506,14.671489,11.491883,19.076249,6,|garlic|potatoes|salsa|salt|steak
dish_1574281837,41.999998,93.033715,0.894622,17.965693,3.100099,17,|cilantro|coleslaw|corn|cornmeal|cucumbers|eggs|flatbread|garlic|greek yogurt|mangos|milk|onions|parsley|pepper|salt|zucchini
dish_1574359199,329.000000,495.660000,28.534000,39.016000,19.478000,3,crepes|roasted potatoes|scrambled eggs
dish_1574369148,68.000000,156.400000,3.672000,26.520000,4.216000,1,dumplings
dish_1574702427,114.000000,371.640000,25.080000,36.480000,2.964000,1,hash browns
dish_1574728229,232.999995,477.589240,29.732113,30.848241,22.526594,11,|avocado|bacon|basil|eggs|lemon juice|mozzarella cheese|multigrain bread|olive oil|salt|tomatoes
dish_1575481443,85.000000,282.122000,20.131000,19.694000,6.719000,2,hash browns|sausage
dish_1575997210,3.000000,2.070000,0.006000,0.540000,0.021000,1,grapes
dish_1575998399,114.000001,145.415744,5.657482,17.435014,7.043365,6,|broccoli|eggs|lentils|salt|yam
dish_1575999037,156.000000,199.940000,14.352000,3.796000,13.390000,2,salsa|scrambled eggs
dish_1576171157,132.000003,132.346724,7.109349,8.609848,10.097742,6,almonds|brussels sprouts|chicken apple sausage|chili|olive oil|salt
dish_1576171204,252.000003,286.146724,18.149349,11.529848,20.397742,8,almonds|brussels sprouts|chicken apple sausage|chili|olive oil|salsa|salt|scrambled eggs
dish_1576258613,35.000000,189.350000,14.700000,0.490000,12.950000,1,bacon
